mes_id,aeropuerto_oaci,internacional_domestico,cnt_operaciones
201210,SCGZ,I,14
201210,SCHR,D,56
201210,SCIC,D,179
201210,SCIE,D,2048
201210,SCIE,I,6
201210,SCIP,D,64
201210,SCIP,I,30
201210,SCJO,D,491
201210,SCLC,D,778
201210,SCLL,D,62
201210,SCMK,D,457
201210,SCNC,D,238
201210,SCNT,D,19
201210,SCNT,I,2
201210,SCON,D,154
201210,SCPF,D,1767
201210,SCRD,D,683
201210,SCSE,D,1237
201210,SCSE,I,10
201210,SCSN,D,648
201210,SCTB,D,3761
201210,SCTC,D,1411
201210,SCTC,I,9
201210,SCTE,D,1177
201210,SCTE,I,22
201210,SCVD,D,187
201210,SCVM,D,1258
201210,SCVM,I,5
201211,SCAP,D,8
201211,SCAR,D,513
201211,SCAR,I,91
201211,SCAS,D,4
201211,SCAT,D,939
201211,SCAT,I,5
201211,SCBA,D,308
201211,SCCC,D,4
201211,SCCF,D,1028
201211,SCCF,I,7
201211,SCCH,D,1742
201211,SCCI,D,969
201211,SCCI,I,39
201211,SCCY,D,366
201211,SCDA,D,1571
201211,SCDA,I,73
201211,SCEL,D,6561
201211,SCEL,I,4381
201211,SCES,D,87
201211,SCFA,D,1802
201211,SCFA,I,32
201211,SCFM,D,160
201211,SCFT,D,10
201211,SCGE,D,175
201211,SCGE,I,1
201211,SCGZ,D,126
201211,SCGZ,I,6
201211,SCHR,D,131
201211,SCIC,D,224
201211,SCIE,D,1871
201211,SCIE,I,3
201211,SCIP,D,59
201211,SCIP,I,27
201211,SCJO,D,281
201211,SCLC,D,1396
201211,SCLL,D,55
201211,SCMK,D,490
201211,SCNC,D,214
201211,SCNT,D,80
201211,SCNT,I,11
201211,SCON,D,97
201211,SCPF,D,1522
201211,SCPQ,D,66
201211,SCRD,D,1327
201211,SCSE,D,1162
201211,SCSE,I,9
201211,SCSN,D,828
201211,SCTB,D,4242
201211,SCTC,D,1770
201211,SCTE,D,1310
201211,SCTE,I,6
201211,SCVD,D,177
201211,SCVM,D,954
201211,SCVM,I,8
201212,SCAP,D,3
201212,SCAR,D,525
201212,SCAR,I,100
201212,SCAS,D,4
201212,SCAT,D,684
201212,SCBA,D,318
201212,SCCC,D,6
201212,SCCF,D,1016
201212,SCCF,I,4
201212,SCCH,D,2618
201212,SCCI,D,1030
201212,SCCI,I,34
201212,SCCY,D,299
201212,SCDA,D,1726
201212,SCDA,I,74
201212,SCEL,D,6573
201212,SCEL,I,4859
201212,SCES,D,62
201212,SCFA,D,1711
201212,SCFA,I,37
201212,SCFM,D,182
201212,SCFT,D,6
201212,SCGE,D,248
201212,SCGZ,D,128
201212,SCGZ,I,10
201212,SCHR,D,9
201212,SCIC,D,371
201212,SCIE,D,1750
201212,SCIE,I,2
201212,SCIP,D,66
201212,SCIP,I,28
201212,SCJO,D,374
201212,SCLC,D,1522
201212,SCLC,I,6
201212,SCLL,D,47
201212,SCMK,D,429
201212,SCNC,D,234
201212,SCNT,D,68
201212,SCNT,I,10
201212,SCON,D,98
201212,SCPF,D,1336
201212,SCPQ,D,51
201212,SCRD,D,1178
201212,SCRM,D,29
201212,SCRM,I,1
201212,SCSE,D,1672
201212,SCSE,I,10
201212,SCSN,D,980
201212,SCTB,D,4415
201212,SCTC,D,1057
201212,SCTC,I,1
201212,SCTE,D,1564
201212,SCTE,I,8
201212,SCVD,D,141
201212,SCVM,D,1428
201212,SCVM,I,4
201301,SCAP,D,19
201301,SCAR,D,618
201301,SCAR,I,138
201301,SCAS,D,7
201301,SCAT,D,1134
201301,SCAT,I,23
201301,SCBA,D,398
201301,SCBA,I,6
201301,SCCC,D,3
201301,SCCF,D,1112
201301,SCCF,I,24
201301,SCCH,D,2799
201301,SCCI,D,1199
201301,SCCI,I,49
201301,SCCY,D,266
201301,SCDA,D,2081
201301,SCDA,I,85
201301,SCEL,D,7552
201301,SCEL,I,4898
201301,SCES,D,56
201301,SCFA,D,1902
201301,SCFA,I,37
201301,SCFM,D,187
201301,SCFT,D,3
201301,SCGE,D,294
201301,SCGZ,D,167
201301,SCGZ,I,25
201301,SCHR,D,33
201301,SCIC,D,298
201301,SCIE,D,1383
201301,SCIE,I,9
201301,SCIP,D,84
201301,SCIP,I,33
201301,SCJO,D,416
201301,SCLC,D,2117
201301,SCLL,D,71
201301,SCMK,D,471
201301,SCNC,D,256
201301,SCNT,D,70
201301,SCNT,I,2
201301,SCON,D,154
201301,SCPC,D,58
201301,SCPF,D,1812
201301,SCPQ,D,57
201301,SCRD,D,1264
201301,SCRM,D,44
201301,SCSE,D,1214
201301,SCSE,I,16
201301,SCSN,D,618
201301,SCTB,D,4295
201301,SCTC,D,1236
201301,SCTE,D,1828
201301,SCTE,I,17
201301,SCVD,D,181
201301,SCVM,D,1093
201301,SCVM,I,5
201302,SCAP,D,12
201302,SCAR,D,544
201302,SCAR,I,106
201302,SCAS,D,15
201302,SCAT,D,697
201302,SCAT,I,2
201302,SCBA,D,356
201302,SCBA,I,2
201302,SCCC,D,4
201302,SCCF,D,1007
201302,SCCF,I,2
201302,SCCH,D,2163
201302,SCCI,D,1065
201302,SCCI,I,45
201302,SCCY,D,249
201302,SCDA,D,1697
201302,SCDA,I,77
201302,SCEL,D,6713
201302,SCEL,I,4478
201302,SCES,D,21
201302,SCFA,D,1646
201302,SCFA,I,29
201302,SCFM,D,158
201302,SCFT,D,7
201302,SCGE,D,256
201302,SCGZ,D,102
201302,SCGZ,I,12
201302,SCHR,D,46
201302,SCIC,D,280
201302,SCIE,D,1230
201302,SCIE,I,3
201302,SCIP,D,93
201302,SCIP,I,30
201302,SCJO,D,347
201302,SCJO,I,2
201302,SCLC,D,665
201302,SCLL,D,59
201302,SCMK,D,473
201302,SCNC,D,228
201302,SCNT,D,85
201302,SCNT,I,2
201302,SCON,D,161
201302,SCPC,D,109
201302,SCPC,I,26
201302,SCPF,D,1771
201302,SCPQ,D,50
201302,SCRD,D,1604
201302,SCRM,D,50
201302,SCSE,D,1117
201302,SCSE,I,5
201302,SCSN,D,672
201302,SCTB,D,3508
201302,SCTC,D,1261
201302,SCTC,I,3
201302,SCTE,D,1765
201302,SCTE,I,12
201302,SCVD,D,215
201302,SCVM,D,913
201302,SCVM,I,4
201303,SCAP,D,6
201303,SCAR,D,445
201303,SCAR,I,111
201303,SCAS,D,9
201303,SCAT,D,730
201303,SCAT,I,1
201303,SCBA,D,316
201303,SCBA,I,2
201303,SCCC,D,6
201303,SCCF,D,1125
201303,SCCF,I,13
201303,SCCH,D,2628
201303,SCCI,D,852
201303,SCCI,I,28
201303,SCCY,D,252
201303,SCDA,D,1823
201303,SCDA,I,187
201303,SCEL,D,6843
201303,SCEL,I,4826
201303,SCES,D,27
201303,SCFA,D,1777
201303,SCFA,I,28
201303,SCFM,D,170
201303,SCFT,D,6
201303,SCGE,D,230
201303,SCGZ,D,109
201303,SCGZ,I,3
201303,SCHR,D,33
201303,SCIC,D,313
201303,SCIE,D,1689
201303,SCIP,D,65
201303,SCIP,I,13
201303,SCJO,D,425
201303,SCLC,D,1077
201303,SCLL,D,58
201303,SCMK,D,469
201303,SCNC,D,239
201303,SCNT,D,66
201303,SCNT,I,3
201303,SCON,D,138
201303,SCPF,D,1899
201303,SCPQ,D,61
201303,SCRD,D,1340
201303,SCRM,D,10
201303,SCSE,D,956
201303,SCSE,I,2
201303,SCSN,D,830
201303,SCTB,D,4169
201303,SCTC,D,997
201303,SCTE,D,1556
201303,SCTE,I,8
201303,SCVD,D,82
201303,SCVM,D,1110
201303,SCVM,I,7
201304,SCAR,D,421
201304,SCAR,I,97
201304,SCAS,D,11
201304,SCAT,D,712
201304,SCBA,D,289
201304,SCBA,I,1
201304,SCCC,D,10
201304,SCCF,D,1202
201304,SCCF,I,3
201304,SCCH,D,1537
201304,SCCI,D,742
201304,SCCI,I,16
201304,SCCY,D,245
201304,SCDA,D,1466
201304,SCDA,I,438
201304,SCEL,D,6609
201304,SCEL,I,4217
201304,SCES,D,25
201304,SCFA,D,1746
201304,SCFA,I,30
201304,SCFM,D,183
201304,SCFT,D,10
201304,SCGE,D,341
201304,SCGE,I,12
201304,SCGZ,D,79
201304,SCGZ,I,10
201304,SCHR,D,21
201304,SCIC,D,246
201304,SCIE,D,1555
201304,SCIE,I,6
201304,SCIP,D,60
201304,SCIP,I,15
201304,SCJO,D,400
201304,SCLC,D,753
201304,SCLL,D,63
201304,SCMK,D,474
201304,SCNC,D,173
201304,SCNT,D,14
201304,SCNT,I,2
201304,SCON,D,160
201304,SCPF,D,1512
201304,SCPQ,D,46
201304,SCRD,D,879
201304,SCRM,D,2
201304,SCSE,D,1040
201304,SCSN,D,578
201304,SCTB,D,3843
201304,SCTC,D,861
201304,SCTC,I,2
201304,SCTE,D,1326
201304,SCTE,I,5
201304,SCVD,D,209
201304,SCVM,D,833
201304,SCVM,I,3
201305,SCAR,D,424
201305,SCAR,I,97
201305,SCAT,D,905
201305,SCBA,D,264
201305,SCBA,I,1
201305,SCCC,D,6
201305,SCCF,D,1171
201305,SCCF,I,5
201305,SCCH,D,1457
201305,SCCI,D,755
201305,SCCI,I,20
201305,SCCY,D,139
201305,SCDA,D,1542
201305,SCDA,I,72
201305,SCEL,D,6469
201305,SCEL,I,4255
201305,SCES,D,21
201305,SCFA,D,1700
201305,SCFA,I,28
201305,SCFM,D,184
201305,SCFT,D,1
201305,SCGE,D,323
201305,SCGZ,D,88
201305,SCGZ,I,8
201305,SCHR,D,26
201305,SCIC,D,201
201305,SCIC,I,2
201305,SCIE,D,1546
201305,SCIP,D,65
201305,SCIP,I,20
201305,SCJO,D,308
201305,SCLC,D,705
201305,SCLL,D,53
201305,SCMK,D,520
201305,SCNC,D,154
201305,SCNT,D,4
201305,SCON,D,151
201305,SCPF,D,1358
201305,SCPQ,D,50
201305,SCRD,D,943
201305,SCRM,D,4
201305,SCSE,D,1020
201305,SCSE,I,1
201305,SCSN,D,683
201305,SCTB,D,3339
201305,SCTC,D,615
201305,SCTE,D,1321
201305,SCTE,I,1
201305,SCVD,D,187
201305,SCVM,D,853
201305,SCVM,I,3
201306,SCAR,D,429
201306,SCAR,I,96
201306,SCAS,D,4
201306,SCAT,D,700
201306,SCBA,D,254
201306,SCBA,I,1
201306,SCCC,D,4
201306,SCCF,D,1104
201306,SCCF,I,4
201306,SCCH,D,2379
201306,SCCI,D,626
201306,SCCI,I,16
201306,SCCY,D,119
201306,SCDA,D,1412
201306,SCDA,I,68
201306,SCEL,D,6123
201306,SCEL,I,4144
201306,SCES,D,21
201306,SCFA,D,1715
201306,SCFA,I,25
201306,SCFM,D,156
201306,SCGE,D,364
201306,SCGZ,D,72
201306,SCHR,D,4
201306,SCIC,D,219
201306,SCIE,D,1698
201306,SCIE,I,9
201306,SCIP,D,55
201306,SCIP,I,9
201306,SCJO,D,317
201306,SCLC,D,769
201306,SCLL,D,52
201306,SCMK,D,387
201306,SCNC,D,132
201306,SCON,D,124
201306,SCPF,D,1099
201306,SCPQ,D,54
201306,SCRD,D,1010
201306,SCRM,D,2
201306,SCSE,D,1052
201306,SCSE,I,2
201306,SCSN,D,503
201306,SCTB,D,3359
201306,SCTC,D,568
201306,SCTE,D,1109
201306,SCTE,I,2
201306,SCVD,D,171
201306,SCVM,D,865
201306,SCVM,I,6
201307,SCAP,D,2
201307,SCAR,D,522
201307,SCAR,I,88
201307,SCAS,D,24
201307,SCAT,D,939
201307,SCAT,I,1
201307,SCBA,D,288
201307,SCCC,D,6
201307,SCCF,D,1220
201307,SCCF,I,5
201307,SCCH,D,1457
201307,SCCH,I,1
201307,SCCI,D,785
201307,SCCI,I,25
201307,SCCY,D,131
201307,SCDA,D,1560
201307,SCDA,I,64
201307,SCEL,D,6672
201307,SCEL,I,4563
201307,SCES,D,53
201307,SCFA,D,1824
201307,SCFA,I,25
201307,SCFM,D,192
201307,SCGE,D,276
201307,SCGZ,D,84
201307,SCGZ,I,4
201307,SCHR,D,15
201307,SCIC,D,121
201307,SCIE,D,1414
201307,SCIE,I,3
201307,SCIP,D,74
201307,SCIP,I,10
201307,SCJO,D,384
201307,SCLC,D,707
201307,SCLL,D,76
201307,SCMK,D,449
201307,SCNC,D,142
201307,SCNT,D,1
201307,SCON,D,122
201307,SCPF,D,1404
201307,SCPQ,D,52
201307,SCRD,D,707
201307,SCSE,D,1014
201307,SCSN,D,654
201307,SCTB,D,3541
201307,SCTC,D,618
201307,SCTE,D,1169
201307,SCVD,D,194
201307,SCVM,D,849
201307,SCVM,I,6
201308,SCAR,D,435
201308,SCAR,I,77
201308,SCAT,D,719
201308,SCAT,I,1
201308,SCBA,D,258
201308,SCCC,D,4
201308,SCCF,D,1114
201308,SCCF,I,6
201308,SCCH,D,459
201308,SCCH,I,3
201308,SCCI,D,590
201308,SCCI,I,25
201308,SCCY,D,154
201308,SCDA,D,1482
201308,SCDA,I,69
201308,SCEL,D,6240
201308,SCEL,I,4372
201308,SCES,D,58
201308,SCFA,D,1724
201308,SCFA,I,28
201308,SCFM,D,172
201308,SCGE,D,146
201308,SCGZ,D,74
201308,SCHR,D,9
201308,SCIC,D,212
201308,SCIE,D,1388
201308,SCIE,I,1
201308,SCIP,D,76
201308,SCIP,I,12
201308,SCIR,D,56
201308,SCJO,D,324
201308,SCLC,D,678
201308,SCLL,D,62
201308,SCMK,D,402
201308,SCNC,D,150
201308,SCNT,D,7
201308,SCON,D,136
201308,SCPF,D,1173
201308,SCPQ,D,53
201308,SCRD,D,1023
201308,SCSE,D,1056
201308,SCSN,D,892
201308,SCTB,D,3707
201308,SCTC,D,757
201308,SCTE,D,1185
201308,SCTE,I,2
201308,SCVD,D,190
201308,SCVM,D,956
201308,SCVM,I,3
201309,SCAP,D,3
201309,SCAR,D,440
201309,SCAR,I,77
201309,SCAS,D,14
201309,SCAT,D,647
201309,SCBA,D,265
201309,SCBA,I,1
201309,SCCC,D,10
201309,SCCF,D,1054
201309,SCCH,D,912
201309,SCCI,D,846
201309,SCCI,I,14
201309,SCCY,D,203
201309,SCDA,D,1554
201309,SCDA,I,70
201309,SCEL,D,5901
201309,SCEL,I,4255
201309,SCES,D,24
201309,SCFA,D,1608
201309,SCFA,I,35
201309,SCFM,D,140
201309,SCFT,D,8
201309,SCGE,D,188
201309,SCGZ,D,74
201309,SCGZ,I,6
201309,SCHR,D,6
201309,SCIC,D,271
201309,SCIE,D,1297
201309,SCIE,I,2
201309,SCIP,D,75
201309,SCIP,I,11
201309,SCIR,D,48
201309,SCJO,D,421
201309,SCLC,D,822
201309,SCLL,D,70
201309,SCMK,D,414
201309,SCNC,D,136
201309,SCNT,D,201
201309,SCON,D,139
201309,SCPF,D,1299
201309,SCPQ,D,59
201309,SCRD,D,1000
201309,SCSE,D,813
201309,SCSN,D,876
201309,SCTB,D,3475
201309,SCTC,D,982
201309,SCTE,D,1149
201309,SCTE,I,2
201309,SCVD,D,201
201309,SCVM,D,627
201309,SCVM,I,1
201310,SCAP,D,27
201310,SCAR,D,474
201310,SCAR,I,98
201310,SCAS,D,19
201310,SCAT,D,717
201310,SCBA,D,288
201310,SCCC,D,8
201310,SCCF,D,1184
201310,SCCF,I,3
201310,SCCH,D,3841
201310,SCCI,D,872
201310,SCCI,I,39
201310,SCCY,D,203
201310,SCDA,D,1572
201310,SCDA,I,69
201310,SCEL,D,6743
201310,SCEL,I,4313
201310,SCES,D,37
201310,SCFA,D,1875
201310,SCFA,I,28
201310,SCFM,D,181
201310,SCFT,D,4
201310,SCGE,D,425
201310,SCGE,I,4
201310,SCGZ,D,88
201310,SCGZ,I,4
201310,SCHR,D,10
201310,SCIC,D,456
201310,SCIE,D,1533
201310,SCIE,I,4
201310,SCIP,D,71
201310,SCIP,I,14
201310,SCIR,D,77
201310,SCJO,D,353
201310,SCJO,I,1
201310,SCLC,D,1148
201310,SCLL,D,46
201310,SCMK,D,382
201310,SCNC,D,158
201310,SCNT,D,16
201310,SCNT,I,3
201310,SCON,D,158
201310,SCPF,D,1495
201310,SCPQ,D,55
201310,SCRD,D,753
201310,SCRM,D,2
201310,SCSE,D,924
201310,SCSN,D,767
201310,SCTB,D,4531
201310,SCTC,D,779
201310,SCTE,D,1333
201310,SCTE,I,14
201310,SCVD,D,211
201310,SCVM,D,721
201310,SCVM,I,5
201311,SCAR,D,451
201311,SCAR,I,75
201311,SCAS,D,26
201311,SCAT,D,880
201311,SCAT,I,2
201311,SCBA,D,276
201311,SCBA,I,2
201311,SCCC,D,2
201311,SCCF,D,1106
201311,SCCF,I,6
201311,SCCH,D,2891
201311,SCCI,D,960
201311,SCCI,I,31
201311,SCCY,D,240
201311,SCDA,D,1534
201311,SCDA,I,73
201311,SCEL,D,6745
201311,SCEL,I,4304
201311,SCES,D,52
201311,SCFA,D,1847
201311,SCFA,I,30
201311,SCFM,D,180
201311,SCFT,D,4
201311,SCGE,D,377
201311,SCGZ,D,128
201311,SCGZ,I,12
201311,SCHR,D,12
201311,SCIC,D,738
201311,SCIE,D,1695
201311,SCIP,D,77
201311,SCIP,I,18
201311,SCIR,D,91
201311,SCJO,D,393
201311,SCLC,D,918
201311,SCLL,D,34
201311,SCMK,D,402
201311,SCNC,D,150
201311,SCNT,D,31
201311,SCNT,I,2
201311,SCON,D,152
201311,SCPF,D,1409
201311,SCPQ,D,68
201311,SCRD,D,1873
201311,SCRM,D,6
201311,SCSE,D,931
201311,SCSE,I,2
201311,SCSN,D,1148
201311,SCTB,D,4687
201311,SCTC,D,927
201311,SCTE,D,1426
201311,SCTE,I,17
201311,SCVD,D,207
201311,SCVM,D,879
201311,SCVM,I,4
201312,SCAP,D,9
201312,SCAR,D,477
201312,SCAR,I,91
201312,SCAS,D,10
201312,SCAT,D,878
201312,SCBA,D,301
201312,SCBA,I,2
201312,SCCC,D,11
201312,SCCF,D,1038
201312,SCCF,I,4
201312,SCCH,D,3094
201312,SCCI,D,1058
201312,SCCI,I,30
201312,SCCY,D,261
201312,SCDA,D,1424
201312,SCDA,I,68
201312,SCEL,D,6672
201312,SCEL,I,4743
201312,SCES,D,35
201312,SCFA,D,1756
201312,SCFA,I,36
201312,SCFM,D,187
201312,SCGE,D,320
201312,SCGZ,D,144
201312,SCGZ,I,16
201312,SCHR,D,34
201312,SCIC,D,455
201312,SCIE,D,2074
201312,SCIE,I,7
201312,SCIP,D,74
201312,SCIP,I,13
201312,SCIR,D,75
201312,SCJO,D,405
201312,SCLC,D,793
201312,SCLL,D,41
201312,SCMK,D,398
201312,SCNC,D,206
201312,SCNT,D,45
201312,SCNT,I,11
201312,SCON,D,150
201312,SCPF,D,1844
201312,SCPQ,D,72
201312,SCRD,D,1178
201312,SCRM,D,42
201312,SCSE,D,1484
201312,SCSE,I,2
201312,SCSN,D,546
201312,SCTB,D,4399
201312,SCTB,I,7
201312,SCTC,D,875
201312,SCTE,D,1576
201312,SCTE,I,1
201312,SCVD,D,210
201312,SCVM,D,743
201312,SCVM,I,4
201401,SCAR,D,517
201401,SCAR,I,76
201401,SCAS,D,16
201401,SCAT,D,677
201401,SCAT,I,1
201401,SCBA,D,348
201401,SCBA,I,7
201401,SCCC,D,5
201401,SCCF,D,1156
201401,SCCF,I,34
201401,SCCH,D,2795
201401,SCCI,D,1181
201401,SCCI,I,39
201401,SCCY,D,217
201401,SCDA,D,1503
201401,SCDA,I,85
201401,SCEL,D,7547
201401,SCEL,I,5062
201401,SCES,D,117
201401,SCFA,D,1996
201401,SCFA,I,34
201401,SCFM,D,165
201401,SCFT,D,6
201401,SCGE,D,694
201401,SCGE,I,1
201401,SCGZ,D,91
201401,SCGZ,I,13
201401,SCHR,D,16
201401,SCIC,D,483
201401,SCIE,D,2245
201401,SCIE,I,4
201401,SCIP,D,89
201401,SCIP,I,20
201401,SCIR,D,83
201401,SCJO,D,420
201401,SCJO,I,1
201401,SCLC,D,736
201401,SCLL,D,26
201401,SCMK,D,400
201401,SCNC,D,244
201401,SCNT,D,56
201401,SCNT,I,8
201401,SCON,D,149
201401,SCPC,D,20
201401,SCPC,I,18
201401,SCPF,D,1359
201401,SCPQ,D,78
201401,SCRD,D,1380
201401,SCRM,D,45
201401,SCSE,D,1231
201401,SCSE,I,1
201401,SCSN,D,843
201401,SCTB,D,4584
201401,SCTC,D,1135
201401,SCTC,I,2
201401,SCTE,D,1694
201401,SCTE,I,19
201401,SCVD,D,224
201401,SCVM,D,1198
201401,SCVM,I,6
201402,SCAP,D,4
201402,SCAR,D,521
201402,SCAR,I,81
201402,SCAS,D,47
201402,SCAT,D,548
201402,SCBA,D,361
201402,SCCC,D,25
201402,SCCF,D,1011
201402,SCCF,I,3
201402,SCCH,D,2231
201402,SCCI,D,1034
201402,SCCI,I,37
201402,SCCY,D,244
201402,SCDA,D,1402
201402,SCDA,I,82
201402,SCEL,D,6770
201402,SCEL,I,4571
201402,SCES,D,27
201402,SCFA,D,1723
201402,SCFA,I,35
201402,SCFM,D,144
201402,SCFT,D,20
201402,SCGE,D,376
201402,SCGZ,D,86
201402,SCGZ,I,26
201402,SCHR,D,17
201402,SCIC,D,376
201402,SCIE,D,1414
201402,SCIE,I,1
201402,SCIP,D,86
201402,SCIP,I,18
201402,SCIR,D,56
201402,SCJO,D,431
201402,SCLC,D,3
201402,SCLL,D,20
201402,SCMK,D,382
201402,SCNC,D,276
201402,SCNT,D,42
201402,SCNT,I,4
201402,SCON,D,146
201402,SCPC,D,4
201402,SCPC,I,17
201402,SCPF,D,1474
201402,SCPQ,D,62
201402,SCRD,D,965
201402,SCRM,D,37
201402,SCSE,D,955
201402,SCSN,D,966
201402,SCTB,D,3854
201402,SCTC,D,1214
201402,SCTC,I,5
201402,SCTE,D,1585
201402,SCTE,I,25
201402,SCVD,D,213
201402,SCVM,D,779
201402,SCVM,I,4
201403,SCAP,D,6
201403,SCAR,D,442
201403,SCAR,I,96
201403,SCAS,D,18
201403,SCAT,D,652
201403,SCBA,D,304
201403,SCBA,I,9
201403,SCCC,D,16
201403,SCCF,D,1074
201403,SCCF,I,5
201403,SCCH,D,1810
201403,SCCI,D,847
201403,SCCI,I,24
201403,SCCY,D,199
201403,SCDA,D,1620
201403,SCDA,I,135
201403,SCEL,D,6825
201403,SCEL,I,4767
201403,SCES,D,35
201403,SCFA,D,1804
201403,SCFA,I,30
201403,SCFM,D,145
201403,SCFT,D,8
201403,SCGE,D,384
201403,SCGE,I,1
201403,SCGZ,D,88
201403,SCGZ,I,18
201403,SCHR,D,51
201403,SCIC,D,317
201403,SCIE,D,1941
201403,SCIE,I,1
201403,SCIP,D,71
201403,SCIP,I,11
201403,SCIR,D,72
201403,SCJO,D,450
201403,SCLL,D,22
201403,SCMK,D,384
201403,SCNC,D,254
201403,SCNT,D,33
201403,SCNT,I,4
201403,SCON,D,132
201403,SCPF,D,1676
201403,SCPQ,D,56
201403,SCRD,D,977
201403,SCRM,D,16
201403,SCSE,D,960
201403,SCSN,D,660
201403,SCTB,D,4059
201403,SCTC,D,991
201403,SCTC,I,4
201403,SCTE,D,1375
201403,SCTE,I,16
201403,SCVD,D,196
201403,SCVM,D,818
201403,SCVM,I,4
201404,SCAR,D,419
201404,SCAR,I,80
201404,SCAS,D,13
201404,SCAT,D,568
201404,SCBA,D,288
201404,SCBA,I,2
201404,SCCC,D,2
201404,SCCF,D,1024
201404,SCCF,I,8
201404,SCCH,D,2156
201404,SCCI,D,863
201404,SCCI,I,15
201404,SCCY,D,193
201404,SCDA,D,1410
201404,SCDA,I,81
201404,SCEL,D,6169
201404,SCEL,I,4249
201404,SCES,D,27
201404,SCFA,D,1852
201404,SCFA,I,29
201404,SCFM,D,176
201404,SCFT,D,3
201404,SCGE,D,285
201404,SCGZ,D,94
201404,SCGZ,I,20
201404,SCHR,D,46
201404,SCIC,D,219
201404,SCIE,D,1793
201404,SCIE,I,4
201404,SCIP,D,74
201404,SCIP,I,16
201404,SCIR,D,54
201404,SCJO,D,561
201404,SCLL,D,24
201404,SCMK,D,363
201404,SCNC,D,178
201404,SCNT,D,22
201404,SCNT,I,1
201404,SCON,D,84
201404,SCPF,D,1638
201404,SCPQ,D,55
201404,SCRD,D,2098
201404,SCSE,D,946
201404,SCSE,I,2
201404,SCSN,D,912
201404,SCTB,D,3589
201404,SCTC,D,730
201404,SCTC,I,2
201404,SCTE,D,1218
201404,SCTE,I,13
201404,SCVD,D,194
201404,SCVM,D,940
201404,SCVM,I,16
201405,SCAR,D,472
201405,SCAR,I,59
201405,SCAS,D,4
201405,SCAT,D,647
201405,SCAT,I,1
201405,SCBA,D,260
201405,SCCC,D,4
201405,SCCF,D,1017
201405,SCCF,I,7
201405,SCCH,D,953
201405,SCCI,D,820
201405,SCCI,I,13
201405,SCCY,D,187
201405,SCDA,D,1530
201405,SCDA,I,65
201405,SCEL,D,5956
201405,SCEL,I,4381
201405,SCES,D,56
201405,SCFA,D,1833
201405,SCFA,I,30
201405,SCFM,D,186
201405,SCFT,D,2
201405,SCGE,D,197
201405,SCGZ,D,86
201405,SCGZ,I,16
201405,SCHR,D,8
201405,SCIC,D,207
201405,SCIE,D,1401
201405,SCIE,I,1
201405,SCIP,D,76
201405,SCIP,I,11
201405,SCIR,D,46
201405,SCJO,D,304
201405,SCLL,D,64
201405,SCMK,D,378
201405,SCNC,D,190
201405,SCNT,D,4
201405,SCON,D,68
201405,SCPF,D,1239
201405,SCPQ,D,43
201405,SCRD,D,1719
201405,SCSE,D,1005
201405,SCSN,D,754
201405,SCTB,D,3071
201405,SCTC,D,651
201405,SCTE,D,1110
201405,SCTE,I,4
201405,SCVD,D,180
201405,SCVM,D,1065
201405,SCVM,I,9
201406,SCAP,D,2
201406,SCAR,D,484
201406,SCAR,I,51
201406,SCAS,D,5
201406,SCAT,D,768
201406,SCBA,D,252
201406,SCCC,D,6
201406,SCCF,D,914
201406,SCCF,I,4
201406,SCCH,D,183
201406,SCCI,D,596
201406,SCCI,I,14
201406,SCCY,D,165
201406,SCDA,D,1401
201406,SCDA,I,66
201406,SCEL,D,5626
201406,SCEL,I,4387
201406,SCES,D,40
201406,SCFA,D,1680
201406,SCFA,I,33
201406,SCFM,D,168
201406,SCFT,D,2
201406,SCGE,D,180
201406,SCGZ,D,72
201406,SCGZ,I,6
201406,SCHR,D,10
201406,SCIC,D,110
201406,SCIE,D,1146
201406,SCIE,I,4
201406,SCIP,D,71
201406,SCIP,I,10
201406,SCIR,D,36
201406,SCJO,D,287
201406,SCLL,D,20
201406,SCMK,D,366
201406,SCNC,D,186
201406,SCON,D,88
201406,SCPF,D,1148
201406,SCPQ,D,38
201406,SCRD,D,1378
201406,SCSE,D,865
201406,SCSN,D,725
201406,SCTB,D,2849
201406,SCTC,D,463
201406,SCTE,D,1006
201406,SCTE,I,1
201406,SCVD,D,182
201406,SCVM,D,939
201406,SCVM,I,1
201407,SCAR,D,527
201407,SCAR,I,69
201407,SCAS,D,4
201407,SCAT,D,726
201407,SCBA,D,300
201407,SCBA,I,2
201407,SCCC,D,10
201407,SCCF,D,1011
201407,SCCF,I,5
201407,SCCH,D,379
201407,SCCI,D,742
201407,SCCI,I,13
201407,SCCY,D,206
201407,SCDA,D,1495
201407,SCDA,I,68
201407,SCEL,D,6367
201407,SCEL,I,4846
201407,SCES,D,40
201407,SCFA,D,1862
201407,SCFA,I,24
201407,SCFM,D,166
201407,SCFT,D,4
201407,SCGE,D,163
201407,SCGZ,D,86
201407,SCGZ,I,14
201407,SCHR,D,6
201407,SCIC,D,140
201407,SCIE,D,1360
201407,SCIE,I,3
201407,SCIP,D,77
201407,SCIP,I,13
201407,SCIR,D,38
201407,SCJO,D,343
201407,SCLL,D,150
201407,SCMK,D,409
201407,SCNC,D,204
201407,SCON,D,100
201407,SCPF,D,1343
201407,SCPQ,D,54
201407,SCQP,D,32
201407,SCRD,D,1189
201407,SCSE,D,849
