mes_id,aeropuerto_oaci,internacional_domestico,cnt_operaciones
200001,SCAP,D,6
200001,SCAR,D,691
200001,SCAR,I,139
200001,SCBA,D,382
200001,SCCC,D,82
200001,SCCF,D,397
200001,SCCH,D,368
200001,SCCI,D,777
200001,SCCI,I,35
200001,SCCY,D,315
200001,SCCY,I,2
200001,SCDA,D,1644
200001,SCDA,I,103
200001,SCEL,D,3460
200001,SCEL,I,3186
200001,SCES,D,48
200001,SCFA,D,1625
200001,SCFA,I,3
200001,SCFM,D,162
200001,SCFT,D,8
200001,SCGE,D,236
200001,SCGZ,D,53
200001,SCGZ,I,1
200001,SCHA,D,406
200001,SCHA,I,2
200001,SCHR,D,58
200001,SCIC,D,759
200001,SCIE,D,1600
200001,SCIE,I,15
200001,SCIP,D,67
200001,SCIP,I,25
200001,SCJO,D,1167
200001,SCLC,D,1092
200001,SCLL,D,16
200001,SCNT,D,20
200001,SCRD,D,1344
200001,SCSE,D,969
200001,SCSE,I,18
200001,SCSR,D,64
200001,SCTB,D,5716
200001,SCTC,D,1707
200001,SCTC,I,17
200001,SCTE,D,2279
200001,SCTE,I,54
200001,SCTI,D,1781
200001,SCTN,D,320
200001,SCVD,D,8
200001,SCVM,D,488
200002,SCAP,D,2
200002,SCAR,D,604
200002,SCAR,I,117
200002,SCBA,D,404
200002,SCBA,I,2
200002,SCCC,D,67
200002,SCCF,D,515
200002,SCCH,D,301
200002,SCCI,D,818
200002,SCCI,I,27
200002,SCCY,D,400
200002,SCDA,D,1572
200002,SCDA,I,103
200002,SCEL,D,3144
200002,SCEL,I,2978
200002,SCES,D,44
200002,SCFA,D,1574
200002,SCFA,I,5
200002,SCFM,D,142
200002,SCFT,D,33
200002,SCGE,D,117
200002,SCGE,I,25
200002,SCGZ,D,66
200002,SCGZ,I,2
200002,SCHA,D,342
200002,SCHA,I,2
200002,SCHR,D,50
200002,SCIC,D,494
200002,SCIE,D,1080
200002,SCIE,I,11
200002,SCIP,D,62
200002,SCIP,I,27
200002,SCJO,D,672
200002,SCLC,D,537
200002,SCLL,D,14
200002,SCNT,D,82
200002,SCRD,D,599
200002,SCRM,D,31
200002,SCRM,I,5
200002,SCSE,D,957
200002,SCSE,I,12
200002,SCSR,D,44
200002,SCTB,D,4943
200002,SCTC,D,1429
200002,SCTC,I,16
200002,SCTE,D,2128
200002,SCTE,I,57
200002,SCTI,D,5
200002,SCTN,D,280
200002,SCVM,D,368
200002,SCVM,I,4
200003,SCAC,D,2
200003,SCAP,D,23
200003,SCAR,D,622
200003,SCAR,I,152
200003,SCBA,D,359
200003,SCCC,D,78
200003,SCCF,D,414
200003,SCCH,D,292
200003,SCCI,D,679
200003,SCCI,I,41
200003,SCCY,D,382
200003,SCDA,D,1523
200003,SCDA,I,77
200003,SCEL,D,4080
200003,SCEL,I,4030
200003,SCES,D,47
200003,SCFA,D,1579
200003,SCFA,I,7
200003,SCFM,D,182
200003,SCFT,D,22
200003,SCGE,D,198
200003,SCGZ,D,50
200003,SCGZ,I,4
200003,SCHA,D,411
200003,SCHR,D,57
200003,SCIC,D,401
200003,SCIE,D,1253
200003,SCIE,I,12
200003,SCIP,D,27
200003,SCIP,I,20
200003,SCJO,D,555
200003,SCJO,I,2
200003,SCLC,D,877
200003,SCLL,D,29
200003,SCNT,D,23
200003,SCNT,I,1
200003,SCRD,D,555
200003,SCRM,D,6
200003,SCRM,I,2
200003,SCSE,D,799
200003,SCSE,I,1
200003,SCSR,D,62
200003,SCTB,D,4768
200003,SCTC,D,1076
200003,SCTC,I,18
200003,SCTE,D,1321
200003,SCTE,I,49
200003,SCTN,D,279
200003,SCVM,D,376
200003,SCVM,I,1
200004,SCAP,D,2
200004,SCAR,D,567
200004,SCAR,I,148
200004,SCBA,D,296
200004,SCCC,D,56
200004,SCCF,D,366
200004,SCCH,D,210
200004,SCCI,D,577
200004,SCCI,I,19
200004,SCCY,D,303
200004,SCCY,I,2
200004,SCDA,D,1314
200004,SCDA,I,53
200004,SCEL,D,2782
200004,SCEL,I,2671
200004,SCES,D,46
200004,SCFA,D,1448
200004,SCFA,I,10
200004,SCFM,D,146
200004,SCGE,D,80
200004,SCGZ,D,34
200004,SCHA,D,319
200004,SCHA,I,1
200004,SCHR,D,37
200004,SCIC,D,351
200004,SCIE,D,1296
200004,SCIE,I,13
200004,SCIP,D,17
200004,SCIP,I,17
200004,SCJO,D,642
200004,SCLC,D,1081
200004,SCLL,D,51
200004,SCLL,I,2
200004,SCNT,D,4
200004,SCRD,D,402
200004,SCRM,D,2
200004,SCSE,D,603
200004,SCSR,D,28
200004,SCTB,D,3745
200004,SCTC,D,869
200004,SCTC,I,10
200004,SCTE,D,1251
200004,SCTE,I,51
200004,SCTN,D,170
200004,SCVM,D,405
200004,SCVM,I,4
200005,SCAR,D,533
200005,SCAR,I,166
200005,SCBA,D,303
200005,SCCC,D,62
200005,SCCF,D,360
200005,SCCH,D,87
200005,SCCI,D,513
200005,SCCI,I,12
200005,SCCY,D,315
200005,SCDA,D,1386
200005,SCDA,I,55
200005,SCEL,D,2968
200005,SCEL,I,2686
200005,SCES,D,72
200005,SCFA,D,1451
200005,SCFA,I,2
200005,SCFM,D,150
200005,SCFT,D,2
200005,SCGE,D,56
200005,SCGZ,D,32
200005,SCHA,D,347
200005,SCHA,I,2
200005,SCHR,D,34
200005,SCIC,D,263
200005,SCIE,D,1220
200005,SCIE,I,15
200005,SCIP,D,19
200005,SCIP,I,23
200005,SCJO,D,381
200005,SCLC,D,753
200005,SCLL,D,355
200005,SCNT,D,2
200005,SCRD,D,285
200005,SCSE,D,689
200005,SCSR,D,20
200005,SCTB,D,4051
200005,SCTC,D,915
200005,SCTC,I,18
200005,SCTE,D,1119
200005,SCTE,I,48
200005,SCTN,D,138
200005,SCVD,D,187
200005,SCVM,D,257
200006,SCAC,D,2
200006,SCAP,D,2
200006,SCAR,D,473
200006,SCAR,I,75
200006,SCBA,D,272
200006,SCCC,D,68
200006,SCCF,D,329
200006,SCCI,D,485
200006,SCCI,I,23
200006,SCCY,D,218
200006,SCDA,D,1202
200006,SCDA,I,56
200006,SCEL,D,2776
200006,SCEL,I,2598
200006,SCES,D,47
200006,SCFA,D,1313
200006,SCFM,D,136
200006,SCFT,D,2
200006,SCGE,D,61
200006,SCGZ,D,28
200006,SCHA,D,459
200006,SCHR,D,28
200006,SCIC,D,248
200006,SCIE,D,1043
200006,SCIE,I,11
200006,SCIP,D,17
200006,SCIP,I,17
200006,SCJO,D,113
200006,SCLC,D,445
200006,SCLL,D,134
200006,SCRD,D,304
200006,SCSE,D,812
200006,SCSR,D,14
200006,SCTB,D,3814
200006,SCTC,D,758
200006,SCTC,I,12
200006,SCTE,D,1115
200006,SCTE,I,43
200006,SCTI,D,1851
200006,SCTN,D,131
200006,SCVD,D,157
200006,SCVM,D,298
200007,SCAC,D,2
200007,SCAP,D,2
200007,SCAR,D,499
200007,SCAR,I,78
200007,SCBA,D,328
200007,SCCC,D,78
200007,SCCF,D,363
200007,SCCH,D,301
200007,SCCI,D,589
200007,SCCI,I,25
200007,SCCY,D,258
200007,SCDA,D,1360
200007,SCDA,I,62
200007,SCEL,D,3166
200007,SCEL,I,2888
200007,SCES,D,62
200007,SCFA,D,1564
200007,SCFA,I,8
200007,SCFM,D,142
200007,SCGE,D,101
200007,SCGZ,D,46
200007,SCHA,D,342
200007,SCHA,I,2
200007,SCHR,D,30
200007,SCIC,D,457
200007,SCIE,D,1374
200007,SCIE,I,18
200007,SCIP,D,19
200007,SCIP,I,19
200007,SCJO,D,112
200007,SCLC,D,1106
200007,SCLL,D,118
200007,SCNT,D,2
200007,SCRD,D,384
200007,SCSE,D,757
200007,SCSR,D,20
200007,SCTB,D,5171
200007,SCTC,D,795
200007,SCTC,I,19
200007,SCTE,D,1265
200007,SCTE,I,48
200007,SCTI,D,2318
200007,SCTN,D,130
200007,SCVD,D,183
200007,SCVM,D,384
200008,SCAP,D,6
200008,SCAR,D,522
200008,SCAR,I,89
200008,SCBA,D,306
200008,SCCC,D,81
200008,SCCF,D,343
200008,SCCH,D,225
200008,SCCI,D,579
200008,SCCI,I,12
200008,SCCY,D,303
200008,SCDA,D,1325
200008,SCDA,I,64
200008,SCEL,D,3329
200008,SCEL,I,2845
200008,SCES,D,87
200008,SCFA,D,1600
200008,SCFM,D,154
200008,SCFT,D,4
200008,SCGE,D,153
200008,SCGZ,D,36
200008,SCGZ,I,3
200008,SCHA,D,375
200008,SCHA,I,3
200008,SCHR,D,40
200008,SCIC,D,482
200008,SCIE,D,1316
200008,SCIE,I,4
200008,SCIP,D,17
200008,SCIP,I,17
200008,SCJO,D,474
200008,SCLC,D,647
200008,SCLL,D,55
200008,SCNT,D,2
200008,SCRD,D,395
200008,SCSE,D,870
200008,SCSR,D,10
200008,SCTB,D,4549
200008,SCTC,D,964
200008,SCTC,I,17
200008,SCTE,D,1267
200008,SCTE,I,37
200008,SCTI,D,2131
200008,SCTN,D,153
200008,SCVD,D,217
200008,SCVD,I,2
200008,SCVM,D,383
200009,SCAR,D,515
200009,SCAR,I,99
200009,SCBA,D,262
200009,SCCC,D,58
200009,SCCF,D,325
200009,SCCH,D,263
200009,SCCI,D,583
200009,SCCI,I,20
200009,SCCY,D,171
200009,SCDA,D,1526
200009,SCDA,I,60
200009,SCEL,D,3271
200009,SCEL,I,2827
200009,SCES,D,67
200009,SCFA,D,1532
200009,SCFA,I,3
200009,SCFM,D,152
200009,SCFT,D,2
200009,SCGE,D,157
200009,SCGZ,D,28
200009,SCGZ,I,1
200009,SCHA,D,349
200009,SCHR,D,24
200009,SCIC,D,438
200009,SCIE,D,1238
200009,SCIE,I,7
200009,SCIP,D,20
200009,SCIP,I,18
200009,SCJO,D,672
200009,SCLC,D,1057
200009,SCLL,D,20
200009,SCRD,D,396
200009,SCSE,D,831
200009,SCSR,D,22
200009,SCTB,D,4183
200009,SCTC,D,970
200009,SCTC,I,9
200009,SCTE,D,1315
200009,SCTE,I,48
200009,SCTI,D,1886
200009,SCTN,D,177
200009,SCVD,D,183
200009,SCVM,D,303
200010,SCAC,D,4
200010,SCAR,D,568
200010,SCAR,I,123
200010,SCBA,D,323
200010,SCCC,D,82
200010,SCCF,D,273
200010,SCCF,I,1
200010,SCCH,D,348
200010,SCCI,D,662
200010,SCCI,I,27
200010,SCCY,D,294
200010,SCDA,D,1417
200010,SCDA,I,60
200010,SCEL,D,3358
200010,SCEL,I,2835
200010,SCES,D,83
200010,SCFA,D,1642
200010,SCFA,I,6
200010,SCFM,D,312
200010,SCGE,D,185
200010,SCGZ,D,46
200010,SCGZ,I,4
200010,SCHA,D,389
200010,SCHR,D,33
200010,SCIC,D,686
200010,SCIE,D,1443
200010,SCIE,I,3
200010,SCIP,D,25
200010,SCIP,I,17
200010,SCJO,D,949
200010,SCLC,D,984
200010,SCLL,D,54
200010,SCNT,D,13
200010,SCNT,I,1
200010,SCRD,D,865
200010,SCSE,D,862
200010,SCSR,D,16
200010,SCTB,D,5615
200010,SCTC,D,1421
200010,SCTC,I,16
200010,SCTE,D,1316
200010,SCTE,I,38
200010,SCTI,D,2321
200010,SCTN,D,197
200010,SCVD,D,182
200010,SCVM,D,356
200011,SCAR,D,529
200011,SCAR,I,108
200011,SCBA,D,341
200011,SCBA,I,4
200011,SCCC,D,86
200011,SCCF,D,404
200011,SCCH,D,6
200011,SCCI,D,689
200011,SCCI,I,25
200011,SCCY,D,4
200011,SCDA,D,1391
200011,SCDA,I,58
200011,SCEL,D,3330
200011,SCEL,I,2777
200011,SCES,D,551
200011,SCFA,D,1644
200011,SCFA,I,4
200011,SCFM,D,178
200011,SCFT,D,8
200011,SCGE,D,276
200011,SCGZ,D,40
200011,SCGZ,I,21
200011,SCHA,D,396
200011,SCHA,I,4
200011,SCHR,D,34
200011,SCIC,D,722
200011,SCIE,D,1434
200011,SCIE,I,1
200011,SCIP,D,28
200011,SCIP,I,19
200011,SCJO,D,1052
200011,SCLC,D,1503
200011,SCLL,D,33
200011,SCNT,D,13
200011,SCRD,D,520
200011,SCRM,D,2
200011,SCSE,D,922
200011,SCSR,D,22
200011,SCTB,D,6838
200011,SCTC,D,1516
200011,SCTC,I,7
200011,SCTE,D,1440
200011,SCTE,I,36
200011,SCTI,D,3068
200011,SCTN,D,265
200011,SCVD,D,172
200011,SCVM,D,314
200012,SCAP,D,4
200012,SCAR,D,482
200012,SCAR,I,117
200012,SCBA,D,383
200012,SCBA,I,7
200012,SCCC,D,100
200012,SCCF,D,387
200012,SCCF,I,2
200012,SCCH,D,410
200012,SCCI,D,700
200012,SCCI,I,22
200012,SCCY,D,343
200012,SCDA,D,1430
200012,SCDA,I,56
200012,SCEL,D,3200
200012,SCEL,I,3070
200012,SCES,D,61
200012,SCFA,D,1665
200012,SCFA,I,3
200012,SCFM,D,148
200012,SCFT,D,2
200012,SCGE,D,233
200012,SCGZ,D,60
200012,SCGZ,I,8
200012,SCHA,D,344
200012,SCHA,I,2
200012,SCHR,D,40
200012,SCIC,D,431
200012,SCIE,D,1499
200012,SCIP,D,29
200012,SCIP,I,20
200012,SCJO,D,879
200012,SCLC,D,1525
200012,SCLL,D,27
200012,SCNT,D,31
200012,SCNT,I,2
200012,SCRD,D,533
200012,SCRM,D,14
200012,SCSE,D,797
200012,SCSE,I,4
200012,SCSR,D,24
200012,SCTB,D,6741
200012,SCTC,D,1257
200012,SCTC,I,1
200012,SCTE,D,1788
200012,SCTE,I,56
200012,SCTI,D,2386
200012,SCTN,D,224
200012,SCVD,D,242
200012,SCVM,D,370
200101,SCAC,D,6
200101,SCAP,D,11
200101,SCAR,D,530
200101,SCAR,I,131
200101,SCBA,D,457
200101,SCBA,I,1
200101,SCCC,D,84
200101,SCCF,D,420
200101,SCCF,I,2
200101,SCCH,D,214
200101,SCCI,D,813
200101,SCCI,I,37
200101,SCCY,D,431
200101,SCDA,D,1438
200101,SCDA,I,73
200101,SCEL,D,3478
200101,SCEL,I,3239
200101,SCES,D,61
200101,SCFA,D,1741
200101,SCFA,I,9
200101,SCFM,D,150
200101,SCFT,D,50
200101,SCGE,D,179
200101,SCGZ,D,76
200101,SCGZ,I,12
200101,SCHA,D,1806
200101,SCHA,I,4
200101,SCHR,D,42
200101,SCIC,D,487
200101,SCIE,D,1426
200101,SCIP,D,43
200101,SCIP,I,22
200101,SCJO,D,914
200101,SCLC,D,24
200101,SCLL,D,16
200101,SCNT,D,30
200101,SCRD,D,711
200101,SCRM,D,17
200101,SCSE,D,805
200101,SCSE,I,8
200101,SCTB,D,6596
200101,SCTC,D,1418
200101,SCTC,I,4
200101,SCTE,D,2028
200101,SCTE,I,54
200101,SCTI,D,2215
200101,SCTN,D,277
200101,SCVD,D,236
200101,SCVM,D,392
200102,SCAC,D,6
200102,SCAP,D,6
200102,SCAR,D,494
200102,SCAR,I,79
200102,SCBA,D,460
200102,SCCC,D,72
200102,SCCF,D,329
200102,SCCF,I,5
200102,SCCH,D,175
200102,SCCI,D,790
200102,SCCI,I,26
200102,SCCY,D,432
200102,SCCY,I,3
200102,SCDA,D,1308
200102,SCDA,I,88
200102,SCEL,D,3113
200102,SCEL,I,2957
200102,SCES,D,51
200102,SCFA,D,1662
200102,SCFA,I,2
200102,SCFM,D,130
200102,SCFT,D,30
200102,SCGE,D,157
200102,SCGZ,D,61
200102,SCGZ,I,30
200102,SCHA,D,351
200102,SCHA,I,2
200102,SCHR,D,50
200102,SCIC,D,411
200102,SCIE,D,1211
200102,SCIP,D,28
200102,SCIP,I,16
200102,SCJO,D,732
200102,SCLC,D,775
200102,SCLL,D,5
200102,SCNT,D,32
200102,SCRD,D,644
200102,SCRM,D,34
200102,SCSE,D,782
200102,SCSE,I,6
200102,SCSR,D,40
200102,SCTB,D,5176
200102,SCTC,D,1377
200102,SCTC,I,2
200102,SCTE,D,1850
200102,SCTE,I,44
200102,SCTI,D,1753
200102,SCTN,D,186
200102,SCVD,D,203
200102,SCVM,D,284
200102,SCVM,I,4
200103,SCAP,D,8
200103,SCAR,D,553
200103,SCAR,I,111
200103,SCBA,D,458
200103,SCCC,D,96
200103,SCCF,D,364
200103,SCCH,D,293
200103,SCCI,D,599
200103,SCCI,I,36
200103,SCCY,D,472
200103,SCDA,D,1460
200103,SCDA,I,57
200103,SCEL,D,3332
200103,SCEL,I,3186
200103,SCES,D,46
200103,SCFA,D,1565
200103,SCFM,D,154
200103,SCFT,D,20
200103,SCGE,D,107
200103,SCGZ,D,36
200103,SCGZ,I,26
200103,SCHA,D,397
200103,SCHA,I,4
200103,SCHR,D,32
200103,SCIC,D,322
200103,SCIE,D,1325
200103,SCIP,D,20
200103,SCIP,I,22
200103,SCJO,D,676
200103,SCJO,I,1
200103,SCLC,D,60
200103,SCLL,D,28
200103,SCNT,D,29
200103,SCNT,I,1
200103,SCRD,D,812
200103,SCRM,D,5
200103,SCRM,I,1
200103,SCSE,D,718
200103,SCSR,D,25
200103,SCTB,D,5080
200103,SCTC,D,1162
200103,SCTC,I,1
200103,SCTE,D,1447
200103,SCTE,I,45
200103,SCTI,D,2145
200103,SCTN,D,158
200103,SCVD,D,150
200103,SCVM,D,364
200104,SCAP,D,2
200104,SCAR,D,487
200104,SCAR,I,89
200104,SCBA,D,348
200104,SCBA,I,2
200104,SCCC,D,68
200104,SCCF,D,296
200104,SCCH,D,172
200104,SCCI,D,462
200104,SCCI,I,19
200104,SCCY,D,389
200104,SCDA,D,1520
200104,SCDA,I,77
200104,SCEL,D,2944
200104,SCEL,I,2784
200104,SCES,D,47
200104,SCFA,D,1359
200104,SCFA,I,18
200104,SCFM,D,122
200104,SCGE,D,78
200104,SCGZ,D,31
200104,SCGZ,I,10
200104,SCHA,D,334
200104,SCHR,D,50
200104,SCIC,D,185
200104,SCIE,D,1203
200104,SCIE,I,6
200104,SCIP,D,19
200104,SCIP,I,23
200104,SCJO,D,723
200104,SCLC,D,785
200104,SCLL,D,35
200104,SCNT,D,8
200104,SCRD,D,480
200104,SCSE,D,645
200104,SCSR,D,6
200104,SCTB,D,4254
200104,SCTC,D,781
200104,SCTC,I,12
200104,SCTE,D,1231
200104,SCTE,I,32
200104,SCTI,D,2264
200104,SCTN,D,128
200104,SCVD,D,128
200104,SCVM,D,589
200105,SCAR,D,552
200105,SCAR,I,90
200105,SCBA,D,337
200105,SCCC,D,64
200105,SCCF,D,366
200105,SCCH,D,152
200105,SCCI,D,443
200105,SCCI,I,15
200105,SCCY,D,283
200105,SCDA,D,1270
200105,SCDA,I,57
200105,SCEL,D,2999
200105,SCEL,I,2719
200105,SCES,D,70
200105,SCFA,D,1353
200105,SCFM,D,124
200105,SCFT,D,2
200105,SCGE,D,34
200105,SCGZ,D,36
200105,SCGZ,I,2
200105,SCHA,D,494
200105,SCHR,D,30
200105,SCIC,D,197
200105,SCIE,D,1058
200105,SCIE,I,5
200105,SCIP,D,18
200105,SCIP,I,22
200105,SCJO,D,150
200105,SCLC,D,774
200105,SCLL,D,13
200105,SCRD,D,696
200105,SCSE,D,788
200105,SCSE,I,1
200105,SCSR,D,79
200105,SCTB,D,3623
200105,SCTC,D,704
200105,SCTE,D,1063
200105,SCTE,I,31
200105,SCTI,D,2022
200105,SCTI,I,1
200105,SCTN,D,81
200105,SCVD,D,128
200105,SCVM,D,374
200106,SCAP,D,4
200106,SCAR,D,431
200106,SCAR,I,77
200106,SCBA,D,282
200106,SCCC,D,46
200106,SCCF,D,364
200106,SCCH,D,223
200106,SCCI,D,415
200106,SCCI,I,19
200106,SCCY,D,170
200106,SCDA,D,1089
200106,SCDA,I,52
200106,SCEL,D,2707
200106,SCEL,I,2581
200106,SCES,D,55
200106,SCFA,D,1254
200106,SCFA,I,1
200106,SCFM,D,121
200106,SCGE,D,100
200106,SCGZ,D,28
200106,SCGZ,I,2
200106,SCHA,D,344
200106,SCHA,I,2
200106,SCHR,D,26
200106,SCIC,D,257
200106,SCIE,D,1059
200106,SCIE,I,5
200106,SCIP,D,21
200106,SCIP,I,19
200106,SCJO,D,397
200106,SCLC,D,585
200106,SCLL,D,40
200106,SCNT,D,6
200106,SCRD,D,536
200106,SCSE,D,611
200106,SCSR,D,6
200106,SCTB,D,3607
200106,SCTC,D,707
200106,SCTC,I,1
200106,SCTE,D,802
200106,SCTE,I,16
200106,SCTI,D,2516
200106,SCTN,D,81
200106,SCVD,D,106
200106,SCVM,D,558
200107,SCAR,D,414
200107,SCAR,I,81
200107,SCBA,D,266
200107,SCCC,D,47
200107,SCCF,D,331
200107,SCCH,D,265
200107,SCCI,D,479
200107,SCCI,I,14
200107,SCCY,D,193
200107,SCDA,D,1179
200107,SCDA,I,56
200107,SCEL,D,2905
200107,SCEL,I,2801
200107,SCES,D,65
200107,SCFA,D,1324
200107,SCFA,I,8
200107,SCFM,D,136
200107,SCGE,D,211
200107,SCGZ,D,30
200107,SCHA,D,391
200107,SCHR,D,29
200107,SCIC,D,220
200107,SCIE,D,1026
200107,SCIE,I,2
200107,SCIP,D,22
200107,SCIP,I,16
200107,SCJO,D,387
200107,SCLC,D,935
200107,SCLL,D,24
200107,SCNT,D,4
200107,SCRD,D,386
200107,SCSE,D,632
200107,SCSR,D,10
200107,SCTB,D,4148
200107,SCTC,D,773
200107,SCTE,D,1077
200107,SCTE,I,4
200107,SCTI,D,2178
200107,SCTN,D,106
200107,SCVD,D,130
200107,SCVM,D,395
200107,SCVM,I,1
200108,SCAR,D,386
200108,SCAR,I,76
200108,SCBA,D,255
200108,SCCC,D,38
200108,SCCF,D,343
200108,SCCH,D,294
200108,SCCI,D,418
200108,SCCI,I,13
200108,SCCY,D,204
200108,SCDA,D,1096
200108,SCDA,I,54
200108,SCEL,D,2842
200108,SCEL,I,2609
200108,SCES,D,59
200108,SCFA,D,1259
200108,SCFA,I,6
200108,SCFM,D,127
200108,SCFT,D,2
200108,SCGE,D,68
200108,SCGZ,D,30
200108,SCGZ,I,14
200108,SCHA,D,358
200108,SCHA,I,2
200108,SCHR,D,46
200108,SCIC,D,221
200108,SCIE,D,1128
200108,SCIE,I,9
200108,SCIP,D,22
200108,SCIP,I,18
200108,SCJO,D,393
200108,SCLC,D,536
200108,SCLL,D,49
200108,SCNT,D,6
200108,SCRD,D,428
200108,SCRD,I,1
200108,SCSE,D,600
200108,SCSR,D,16
200108,SCTB,D,4124
200108,SCTC,D,878
200108,SCTE,D,910
200108,SCTE,I,12
200108,SCTI,D,2063
200108,SCTN,D,94
200108,SCVD,D,123
200108,SCVM,D,402
200108,SCVM,I,1
200109,SCAR,D,395
200109,SCAR,I,80
200109,SCBA,D,253
200109,SCBA,I,2
200109,SCCC,D,39
200109,SCCF,D,338
200109,SCCH,D,287
200109,SCCI,D,436
200109,SCCI,I,13
200109,SCCY,D,261
200109,SCDA,D,1126
200109,SCDA,I,26
200109,SCEL,D,2545
200109,SCEL,I,2421
200109,SCES,D,50
200109,SCFA,D,1244
200109,SCFA,I,7
200109,SCFM,D,109
200109,SCFT,D,4
200109,SCGE,D,121
200109,SCGZ,D,56
200109,SCGZ,I,2
200109,SCHA,D,309
200109,SCHR,D,32
200109,SCIC,D,362
200109,SCIE,D,1064
200109,SCIE,I,1
200109,SCIP,D,25
200109,SCIP,I,21
200109,SCJO,D,544
200109,SCLC,D,1059
200109,SCLL,D,11
200109,SCRD,D,505
200109,SCSE,D,744
200109,SCSR,D,10
200109,SCTB,D,4762
200109,SCTC,D,1051
200109,SCTC,I,4
200109,SCTE,D,951
200109,SCTE,I,22
200109,SCTI,D,2177
200109,SCTN,D,97
200109,SCVD,D,158
200109,SCVM,D,554
200110,SCAP,D,2
200110,SCAR,D,523
200110,SCAR,I,83
200110,SCBA,D,240
200110,SCCC,D,50
200110,SCCF,D,296
200110,SCCH,D,398
200110,SCCI,D,528
200110,SCCI,I,15
200110,SCCY,D,285
200110,SCCY,I,1
200110,SCDA,D,1300
200110,SCDA,I,32
200110,SCEL,D,2696
200110,SCEL,I,2553
200110,SCES,D,67
200110,SCFA,D,1404
200110,SCFA,I,5
200110,SCFM,D,152
200110,SCGE,D,109
200110,SCGZ,D,54
200110,SCGZ,I,16
200110,SCHA,D,430
200110,SCHR,D,21
200110,SCIC,D,602
200110,SCIE,D,1117
200110,SCIE,I,3
200110,SCIP,D,19
200110,SCIP,I,17
200110,SCJO,D,902
200110,SCLL,D,40
200110,SCRD,D,467
200110,SCSE,D,535
200110,SCTB,D,6223
200110,SCTC,D,1158
200110,SCTC,I,11
200110,SCTE,D,1139
200110,SCTE,I,21
200110,SCTN,D,96
200110,SCVD,D,183
200110,SCVM,D,395
200111,SCAR,D,449
200111,SCAR,I,72
200111,SCBA,D,322
200111,SCCC,D,66
200111,SCCF,D,323
200111,SCCF,I,1
200111,SCCH,D,506
200111,SCCI,D,592
200111,SCCI,I,24
200111,SCCY,D,311
200111,SCDA,D,1202
200111,SCDA,I,36
200111,SCEL,D,2749
200111,SCEL,I,2639
200111,SCES,D,53
200111,SCFA,D,1370
200111,SCFA,I,5
200111,SCFM,D,158
200111,SCGE,D,273
200111,SCGZ,D,58
200111,SCGZ,I,16
200111,SCHA,D,441
200111,SCHR,D,40
200111,SCIC,D,935
200111,SCIE,D,1240
200111,SCIP,D,30
200111,SCIP,I,18
200111,SCLC,D,1276
200111,SCLL,D,37
200111,SCNT,D,11
200111,SCNT,I,14
200111,SCRD,D,551
200111,SCRM,D,8
200111,SCRM,I,2
200111,SCSE,D,897
200111,SCSR,D,14
200111,SCTB,D,6913
200111,SCTC,D,789
200111,SCTC,I,11
200111,SCTE,D,1296
200111,SCTE,I,37
200111,SCTI,D,3000
200111,SCTN,D,198
200111,SCVD,D,179
200111,SCVM,D,398
200112,SCAR,D,480
200112,SCAR,I,82
200112,SCBA,D,282
200112,SCCC,D,52
200112,SCCF,D,328
200112,SCCH,D,455
200112,SCCI,D,651
200112,SCCI,I,31
200112,SCCY,D,293
200112,SCDA,D,1278
200112,SCDA,I,26
200112,SCEL,D,2813
200112,SCEL,I,2868
200112,SCES,D,89
200112,SCFA,D,1412
200112,SCFA,I,7
200112,SCFM,D,128
200112,SCFT,D,32
200112,SCGE,D,692
200112,SCGZ,D,67
200112,SCGZ,I,22
200112,SCHA,D,399
200112,SCHR,D,36
200112,SCIC,D,732
200112,SCIE,D,1524
200112,SCIP,D,44
200112,SCIP,I,1
200112,SCJO,D,241
200112,SCLC,D,1491
200112,SCLL,D,19
200112,SCNT,D,31
200112,SCNT,I,44
200112,SCRD,D,636
200112,SCRM,D,19
200112,SCRM,I,1
200112,SCSE,D,855
200112,SCSR,D,10
200112,SCTB,D,6300
200112,SCTC,D,1146
200112,SCTC,I,1
200112,SCTE,D,1487
200112,SCTE,I,43
200112,SCTI,D,1
200112,SCTN,D,210
200112,SCVD,D,158
200112,SCVM,D,307
200201,SCAR,D,462
200201,SCAR,I,84
200201,SCBA,D,304
200201,SCCC,D,58
200201,SCCF,D,496
200201,SCCF,I,2
200201,SCCH,D,608
200201,SCCI,D,831
200201,SCCI,I,41
200201,SCCY,D,383
200201,SCDA,D,1331
200201,SCDA,I,44
200201,SCEL,D,2862
200201,SCEL,I,2899
200201,SCES,D,48
200201,SCFA,D,1490
200201,SCFM,D,122
200201,SCFT,D,20
200201,SCGE,D,439
200201,SCGZ,D,74
200201,SCGZ,I,8
200201,SCHA,D,379
200201,SCHA,I,1
200201,SCHR,D,46
200201,SCIC,D,798
200201,SCIE,D,1327
200201,SCIP,D,35
200201,SCIP,I,19
200201,SCLC,D,1327
200201,SCLL,D,15
200201,SCNT,D,58
200201,SCNT,I,33
200201,SCRD,D,926
200201,SCRM,D,16
200201,SCRM,I,2
200201,SCSE,D,1006
200201,SCSR,D,22
200201,SCTB,D,6510
200201,SCTC,D,1140
200201,SCTC,I,3
200201,SCTE,D,1668
200201,SCTE,I,43
